mr/stts/00/relextconll0000	0	0	With	UNK	O	0	0	1	0	1	4	0	1	0	0
mr/stts/00/relextconll0000	0	1	his	UNK	O	0	1	0	0	1	7	0	1	0	0
mr/stts/00/relextconll0000	0	2	interest	UNK	O	0	0	0	1	1	6	0	1	0	0
mr/stts/00/relextconll0000	0	3	in	UNK	O	0	0	1	1	1	5	0	1	0	2
mr/stts/00/relextconll0000	0	4	race	UNK	O	1	0	0	0	1	5	0	1	0	0
mr/stts/00/relextconll0000	0	5	cars,	UNK	O	_	_	_	_	1	6	_	_	_	0
mr/stts/00/relextconll0000	0	7	he	UNK	O	0	1	0	0	1	4	0	0	0	0
mr/stts/00/relextconll0000	0	8	formed	UNK	O	0	1	0	1	1	6	0	0	0	0
mr/stts/00/relextconll0000	0	9	a	UNK	O	0	0	0	1	1	2	0	1	0	2
mr/stts/00/relextconll0000	0	10	second	UNK	O	_	_	_	_	1	7	_	_	_	0
mr/stts/00/relextconll0000	0	11	company,	UNK	O	0	0	0	0	0	6	0	2	0	0
mr/stts/00/relextconll0000	0	13	the	UNK	O	0	0	0	0	1	2	0	0	0	7
mr/stts/00/relextconll0000	0	14	Henry	UNK	B-founder	0	0	0	1	1	7	0	0	0	0
mr/stts/00/relextconll0000	0	15	Ford	UNK	I-founder	_	_	_	_	1	7	_	_	_	0
mr/stts/00/relextconll0000	0	16	Company.	UNK	I-founder	0	0	0	0	1	5	0	4	0	0

mr/stts/00/relextconll0000	1	0	During	UNK	O	0	0	1	1	1	5	0	1	0	0
mr/stts/00/relextconll0000	1	1	this	UNK	O	_	_	_	_	1	6	_	_	_	0
mr/stts/00/relextconll0000	1	2	period,	UNK	O	0	1	0	0	1	6	0	0	0	0
mr/stts/00/relextconll0000	1	4	he	UNK	O	_	_	_	_	1	2	_	_	_	0
mr/stts/00/relextconll0000	1	5	personally	UNK	O	1	1	0	0	1	7	0	2	0	0
mr/stts/00/relextconll0000	1	6	drove	UNK	O	0	1	0	0	1	7	0	0	0	0
mr/stts/00/relextconll0000	1	7	his	UNK	O	0	0	0	1	0	5	0	0	0	0
mr/stts/00/relextconll0000	1	8	Quadricycle	UNK	O	0	0	0	1	1	7	2	1	2	0
mr/stts/00/relextconll0000	1	9	to	UNK	O	_	_	_	_	1	3	_	_	_	2
mr/stts/00/relextconll0000	1	10	victory	UNK	O	0	0	0	0	1	7	0	3	1	0
mr/stts/00/relextconll0000	1	11	in	UNK	O	0	0	0	1	1	5	0	1	0	2
mr/stts/00/relextconll0000	1	12	a	UNK	O	_	_	_	_	1	3	_	_	_	2
mr/stts/00/relextconll0000	1	13	race	UNK	O	0	1	0	0	1	5	0	0	0	0
mr/stts/00/relextconll0000	1	14	against	UNK	O	_	_	_	_	1	5	_	_	_	0
mr/stts/00/relextconll0000	1	15	Alexander	UNK	O	0	1	0	0	1	7	0	0	0	0
mr/stts/00/relextconll0000	1	16	Winton,	UNK	O	0	1	2	0	1	7	0	0	0	0
mr/stts/00/relextconll0000	1	18	a	UNK	O	_	_	_	_	1	0	_	_	_	2
mr/stts/00/relextconll0000	1	19	well-known	UNK	O	0	1	0	2	1	7	0	1	0	0
mr/stts/00/relextconll0000	1	20	driver	UNK	O	1	1	0	1	1	7	0	2	0	0
mr/stts/00/relextconll0000	1	21	and	UNK	O	_	_	_	_	1	3	_	_	_	3
mr/stts/00/relextconll0000	1	22	the	UNK	O	0	0	1	0	1	6	0	0	0	7
mr/stts/00/relextconll0000	1	23	heavy	UNK	O	0	0	0	0	1	7	0	0	0	0
